customer_id,first_name,last_name,email,signup_date,region,city,state,zipcode,channel,acquisition_cost,is_active,churned_date
CUST_00069,Daniel,Jones,daniel.jones3876@icloud.com,2023-09-18,East,New York,NY,10747,Social,12.34,1,
CUST_00070,Amanda,Moore,amanda.moore4605@icloud.com,2023-12-04,North,Chicago,IL,61472,Social,6.73,1,
CUST_00071,Mary,Jackson,mary.jackson2219@icloud.com,2023-12-03,East,New York,NY,10881,Organic,0.0,0,2024-07-09
CUST_00072,James,Jackson,james.jackson5267@outlook.com,2023-11-19,East,New York,NY,10241,Social,12.55,0,2024-04-12
CUST_00073,Daniel,Martinez,daniel.martinez9507@gmail.com,2023-12-08,East,New York,NY,10834,Organic,0.0,1,
CUST_00074,Nancy,Jones,nancy.jones373@outlook.com,2024-08-07,North,Chicago,IL,61207,Email,2.33,1,
CUST_00075,Daniel,Williams,daniel.williams7267@icloud.com,2023-11-08,North,Minneapolis,MN,55889,Social,7.16,0,2024-05-01
CUST_00076,Daniel,Jones,daniel.jones848@gmail.com,2024-12-16,North,Chicago,IL,61326,Social,13.2,1,
CUST_00077,Charles,Jones,charles.jones3712@gmail.com,2024-12-07,East,New York,NY,10723,Paid,16.26,1,
CUST_00078,Jessica,Brown,jessica.brown4278@outlook.com,2024-02-14,North,Chicago,IL,61473,Paid,21.86,0,2024-03-22
CUST_00079,Steven,Garcia,steven.garcia3210@icloud.com,2023-11-19,East,New York,NY,10140,Paid,13.1,1,
CUST_00080,Steven,Rodriguez,steven.rodriguez3456@outlook.com,2024-04-05,North,Minneapolis,MN,55493,Paid,18.07,0,2024-05-06
CUST_00081,Matthew,Anderson,matthew.anderson6398@gmail.com,2024-11-16,North,Chicago,IL,60646,Paid,23.18,1,
CUST_00082,Linda,Johnson,linda.johnson3898@icloud.com,2024-07-12,North,Chicago,IL,60731,Paid,15.17,1,
CUST_00083,Michael,Anderson,michael.anderson4208@gmail.com,2024-11-03,South,Houston,TX,77689,Organic,0.0,1,
CUST_00084,Michael,Wilson,michael.wilson7907@yahoo.com,2024-04-03,North,Chicago,IL,60765,Organic,0.0,1,
CUST_00085,Amanda,Johnson,amanda.johnson5747@gmail.com,2024-06-26,West,Los Angeles,CA,90784,Organic,0.0,1,
CUST_00086,Mark,Thomas,mark.thomas587@yahoo.com,2023-11-04,East,New York,NY,10339,Social,7.34,1,
CUST_00087,Matthew,Hernandez,matthew.hernandez4897@gmail.com,2024-09-15,West,Los Angeles,CA,90754,Organic,0.0,1,
CUST_00088,Karen,Johnson,karen.johnson3188@gmail.com,2023-08-20,East,New York,NY,10474,Email,3.69,1,
CUST_00089,Nancy,Martinez,nancy.martinez4253@icloud.com,2024-08-14,North,Chicago,IL,61296,Organic,0.0,1,
CUST_00090,Susan,Thomas,susan.thomas8880@gmail.com,2024-11-20,North,Minneapolis,MN,55733,Organic,0.0,1,
CUST_00091,Matthew,Johnson,matthew.johnson6411@gmail.com,2023-06-09,West,Seattle,WA,98913,Paid,23.97,0,2023-09-22
CUST_00092,Linda,Moore,linda.moore1866@outlook.com,2024-06-10,North,Chicago,IL,61045,Organic,0.0,1,
CUST_00093,Emily,Taylor,emily.taylor2047@yahoo.com,2023-05-01,North,Minneapolis,MN,56256,Paid,15.4,1,
CUST_00094,Thomas,Lopez,thomas.lopez1636@outlook.com,2024-09-08,East,New York,NY,10188,Organic,0.0,1,
CUST_00095,James,Gonzalez,james.gonzalez7357@yahoo.com,2023-04-20,North,Chicago,IL,61085,Email,3.01,1,
CUST_00096,Linda,Jones,linda.jones6900@yahoo.com,2024-12-13,West,Los Angeles,CA,90531,Organic,0.0,1,
CUST_00097,Amanda,Martin,amanda.martin4342@yahoo.com,2023-06-15,North,Minneapolis,MN,55787,Organic,0.0,0,2024-06-08
CUST_00098,Anthony,Anderson,anthony.anderson1645@icloud.com,2024-12-19,North,Chicago,IL,61371,Email,4.33,1,
CUST_00099,Michael,Lopez,michael.lopez1869@yahoo.com,2024-11-02,South,Houston,TX,77771,Email,4.43,1,
CUST_00100,Charles,Williams,charles.williams2593@icloud.com,2024-05-24,West,Los Angeles,CA,90432,Paid,18.26,0,2024-06-29
CUST_00101,Steven,Jackson,steven.jackson7518@icloud.com,2024-10-22,North,Minneapolis,MN,55670,Email,4.07,1,
CUST_00102,John,Jones,john.jones4055@icloud.com,2024-10-31,South,Houston,TX,77317,Email,2.85,1,
CUST_00103,Emily,Davis,emily.davis163@outlook.com,2024-12-16,East,Boston,MA,2921,Email,2.7,1,
CUST_00104,Elizabeth,Jones,elizabeth.jones2142@gmail.com,2023-10-08,West,Los Angeles,CA,90835,Paid,26.41,1,
CUST_00105,Elizabeth,Gonzalez,elizabeth.gonzalez1638@yahoo.com,2024-05-21,North,Chicago,IL,61102,Organic,0.0,0,2024-07-09
CUST_00106,Amanda,Martin,amanda.martin8294@yahoo.com,2023-05-01,North,Chicago,IL,60804,Paid,13.27,0,2023-12-08
CUST_00107,John,Moore,john.moore4039@yahoo.com,2024-06-12,North,Chicago,IL,61061,Organic,0.0,1,
CUST_00108,Richard,Williams,richard.williams7213@gmail.com,2023-07-20,North,Chicago,IL,60790,Email,4.44,1,
CUST_00109,Michael,Thomas,michael.thomas7128@icloud.com,2024-04-30,West,Los Angeles,CA,90152,Paid,22.69,1,
CUST_00110,Lisa,Smith,lisa.smith4172@yahoo.com,2024-05-07,South,Houston,TX,77500,Organic,0.0,1,
CUST_00111,Elizabeth,Martinez,elizabeth.martinez4971@outlook.com,2024-01-28,North,Minneapolis,MN,56032,Social,8.6,0,2024-07-17
CUST_00112,Steven,Wilson,steven.wilson9325@icloud.com,2024-03-25,North,Minneapolis,MN,55573,Email,2.54,0,2024-06-10
CUST_00113,Matthew,Garcia,matthew.garcia5778@gmail.com,2024-10-07,North,Chicago,IL,61270,Paid,23.74,1,
CUST_00114,Amanda,Brown,amanda.brown2385@icloud.com,2024-11-02,East,New York,NY,10127,Social,12.98,1,
CUST_00115,Patricia,Hernandez,patricia.hernandez5745@gmail.com,2024-02-28,South,Houston,TX,77283,Email,2.45,0,2024-04-02
CUST_00116,Susan,Thomas,susan.thomas7114@outlook.com,2024-05-29,South,Houston,TX,77440,Social,11.68,0,2024-06-29
CUST_00117,Thomas,Davis,thomas.davis6235@gmail.com,2024-12-11,West,Los Angeles,CA,90528,Social,12.77,1,
CUST_00118,Robert,Thomas,robert.thomas1743@outlook.com,2023-05-28,North,Chicago,IL,61053,Organic,0.0,1,
CUST_00119,James,Garcia,james.garcia9380@yahoo.com,2023-05-25,East,New York,NY,10459,Organic,0.0,1,
CUST_00120,Laura,Garcia,laura.garcia6360@outlook.com,2023-04-24,East,Boston,MA,2476,Organic,0.0,1,
CUST_00121,Nancy,Garcia,nancy.garcia7587@yahoo.com,2024-07-16,East,New York,NY,10674,Email,3.17,1,
CUST_00122,Anthony,Davis,anthony.davis8369@icloud.com,2023-12-23,North,Minneapolis,MN,55545,Organic,0.0,1,
CUST_00123,Matthew,Martinez,matthew.martinez4229@yahoo.com,2024-10-15,East,New York,NY,10741,Email,4.25,1,
CUST_00124,William,Martinez,william.martinez4857@outlook.com,2024-07-27,South,Houston,TX,77603,Email,2.53,1,
CUST_00125,Mark,Moore,mark.moore6042@icloud.com,2023-11-21,South,Houston,TX,77316,Email,2.97,0,2023-12-21
CUST_00126,Mark,Martinez,mark.martinez4122@yahoo.com,2024-12-01,North,Minneapolis,MN,55830,Email,2.69,1,
CUST_00127,James,Miller,james.miller3829@icloud.com,2024-10-06,North,Chicago,IL,60746,Organic,0.0,1,
CUST_00128,Linda,Wilson,linda.wilson3221@yahoo.com,2023-10-25,West,Seattle,WA,98850,Email,2.69,1,
CUST_00129,Robert,Hernandez,robert.hernandez972@gmail.com,2023-12-03,North,Minneapolis,MN,55419,Paid,24.73,0,2024-01-05
CUST_00130,Sarah,Wilson,sarah.wilson4041@yahoo.com,2023-11-14,North,Minneapolis,MN,56214,Organic,0.0,1,
CUST_00131,Mark,Miller,mark.miller3209@gmail.com,2023-07-06,North,Chicago,IL,60928,Organic,0.0,0,2024-04-22
CUST_00132,William,Jones,william.jones3539@gmail.com,2023-06-26,East,Boston,MA,2329,Email,2.58,1,
CUST_00133,Jennifer,Anderson,jennifer.anderson4744@outlook.com,2024-12-13,South,Atlanta,GA,31066,Paid,26.58,1,
CUST_00134,Karen,Hernandez,karen.hernandez4664@yahoo.com,2023-12-30,West,Los Angeles,CA,90368,Organic,0.0,1,
CUST_00135,Linda,Moore,linda.moore4091@icloud.com,2023-12-10,East,New York,NY,10194,Organic,0.0,1,
CUST_00136,Emily,Gonzalez,emily.gonzalez8427@outlook.com,2024-09-11,North,Chicago,IL,60610,Organic,0.0,1,
CUST_00137,Anthony,Thomas,anthony.thomas6459@outlook.com,2024-04-20,South,Houston,TX,77481,Paid,23.87,1,
CUST_00138,Anthony,Jones,anthony.jones8765@outlook.com,2024-12-13,South,Houston,TX,77154,Organic,0.0,1,
CUST_00139,Patricia,Brown,patricia.brown7502@icloud.com,2024-10-20,East,Boston,MA,2907,Organic,0.0,1,
CUST_00140,Nancy,Wilson,nancy.wilson8655@icloud.com,2024-02-13,South,Atlanta,GA,30645,Email,4.17,1,
CUST_00141,Anthony,Williams,anthony.williams8023@outlook.com,2023-12-07,East,New York,NY,10594,Email,2.16,1,
CUST_00142,Emily,Anderson,emily.anderson6778@icloud.com,2024-12-28,East,Boston,MA,2201,Paid,25.76,1,
CUST_00143,John,Moore,john.moore3474@gmail.com,2024-09-01,South,Houston,TX,77800,Paid,23.0,1,
CUST_00144,Lisa,Martin,lisa.martin879@icloud.com,2024-12-17,East,New York,NY,10083,Organic,0.0,1,
CUST_00145,William,Martin,william.martin493@outlook.com,2023-05-26,East,Boston,MA,2218,Organic,0.0,1,
CUST_00146,Thomas,Taylor,thomas.taylor4718@gmail.com,2024-11-17,North,Chicago,IL,61020,Organic,0.0,1,
CUST_00147,Jennifer,Garcia,jennifer.garcia8712@gmail.com,2024-06-29,East,New York,NY,10293,Social,12.93,1,
CUST_00148,Kimberly,Hernandez,kimberly.hernandez5652@icloud.com,2023-05-30,East,Boston,MA,2253,Email,4.04,1,
CUST_00149,Emily,Gonzalez,emily.gonzalez8241@yahoo.com,2024-05-20,North,Minneapolis,MN,55528,Paid,25.65,0,2024-06-23
CUST_00150,Amanda,Thomas,amanda.thomas9769@outlook.com,2024-08-07,South,Atlanta,GA,31110,Social,8.54,1,
CUST_00151,Nancy,Martinez,nancy.martinez9249@outlook.com,2023-01-20,South,Atlanta,GA,31010,Email,3.91,1,
CUST_00152,John,Hernandez,john.hernandez1332@outlook.com,2024-01-14,North,Minneapolis,MN,55560,Email,2.67,1,
CUST_00153,Daniel,Taylor,daniel.taylor1534@yahoo.com,2024-11-09,East,New York,NY,10296,Paid,26.72,1,
CUST_00154,William,Rodriguez,william.rodriguez9396@outlook.com,2023-11-07,North,Minneapolis,MN,56154,Paid,23.32,1,
CUST_00155,Jessica,Jackson,jessica.jackson5319@yahoo.com,2024-01-19,East,New York,NY,10843,Organic,0.0,1,
CUST_00156,Thomas,Taylor,thomas.taylor4528@outlook.com,2023-12-31,South,Atlanta,GA,30862,Organic,0.0,1,
CUST_00157,Jennifer,Smith,jennifer.smith674@yahoo.com,2023-11-10,North,Minneapolis,MN,56257,Organic,0.0,1,
CUST_00158,Lisa,Jones,lisa.jones9429@gmail.com,2024-12-07,West,Los Angeles,CA,90285,Paid,20.06,1,
CUST_00159,Daniel,Jones,daniel.jones592@outlook.com,2024-10-20,North,Minneapolis,MN,56207,Email,2.51,1,
CUST_00160,Sarah,Gonzalez,sarah.gonzalez9413@outlook.com,2023-05-18,West,Seattle,WA,98308,Paid,13.56,1,
CUST_00161,Kimberly,Martinez,kimberly.martinez3490@yahoo.com,2024-12-31,East,Boston,MA,2160,Paid,19.65,1,
CUST_00162,William,Moore,william.moore5113@icloud.com,2024-11-26,North,Chicago,IL,61376,Social,9.57,1,
CUST_00163,Linda,Thomas,linda.thomas1155@yahoo.com,2023-11-03,North,Minneapolis,MN,55971,Organic,0.0,0,2024-01-05
CUST_00164,Mary,Jackson,mary.jackson2983@icloud.com,2024-11-13,East,New York,NY,10198,Paid,18.85,1,
CUST_00165,Richard,Williams,richard.williams3437@yahoo.com,2023-05-14,South,Houston,TX,77003,Email,2.26,0,2023-06-16
CUST_00166,Sarah,Miller,sarah.miller6761@outlook.com,2024-12-31,West,Seattle,WA,98503,Organic,0.0,1,
CUST_00167,John,Hernandez,john.hernandez5786@yahoo.com,2024-07-22,East,New York,NY,10066,Social,13.15,1,
CUST_00168,Emily,Jones,emily.jones8714@yahoo.com,2024-07-10,West,Seattle,WA,98102,Organic,0.0,1,
CUST_00169,William,Wilson,william.wilson6196@outlook.com,2023-04-26,West,Seattle,WA,98555,Email,4.02,1,
CUST_00170,Daniel,Garcia,daniel.garcia8087@outlook.com,2024-12-01,South,Atlanta,GA,30822,Organic,0.0,1,
CUST_00171,Michael,Martin,michael.martin8653@gmail.com,2023-02-14,South,Houston,TX,77245,Email,3.55,1,
CUST_00172,Emily,Hernandez,emily.hernandez7695@yahoo.com,2023-09-26,South,Atlanta,GA,30696,Organic,0.0,1,
CUST_00173,Linda,Jones,linda.jones660@icloud.com,2023-06-21,South,Houston,TX,77244,Organic,0.0,1,
CUST_00174,Elizabeth,Martin,elizabeth.martin2258@yahoo.com,2024-10-17,North,Chicago,IL,61481,Organic,0.0,1,
CUST_00175,Mark,Miller,mark.miller7584@gmail.com,2023-08-16,South,Houston,TX,77766,Social,7.6,1,
CUST_00176,Steven,Gonzalez,steven.gonzalez7502@gmail.com,2024-12-05,North,Minneapolis,MN,55860,Paid,17.38,1,
CUST_00177,Steven,Martinez,steven.martinez2118@gmail.com,2024-07-15,West,Seattle,WA,98578,Organic,0.0,1,
CUST_00178,Robert,Wilson,robert.wilson2129@icloud.com,2023-02-25,East,Boston,MA,2412,Paid,23.88,1,
CUST_00179,Michael,Johnson,michael.johnson8526@icloud.com,2023-01-09,South,Houston,TX,77058,Organic,0.0,0,2023-12-21
CUST_00180,Sarah,Taylor,sarah.taylor7259@gmail.com,2023-03-15,South,Houston,TX,77520,Social,11.98,0,2023-04-21
CUST_00181,Richard,Jackson,richard.jackson6779@outlook.com,2024-06-04,West,Seattle,WA,98793,Paid,23.18,1,
CUST_00182,Jennifer,Hernandez,jennifer.hernandez1658@outlook.com,2024-11-02,West,Los Angeles,CA,90560,Paid,15.75,1,
CUST_00183,Michael,Garcia,michael.garcia5735@gmail.com,2023-09-24,East,New York,NY,10016,Organic,0.0,1,
CUST_00184,Daniel,Rodriguez,daniel.rodriguez5122@outlook.com,2024-11-17,North,Minneapolis,MN,55892,Paid,22.52,1,
CUST_00185,Emily,Jackson,emily.jackson1798@yahoo.com,2023-03-21,South,Atlanta,GA,31027,Paid,17.3,1,
CUST_00186,Robert,Garcia,robert.garcia5516@gmail.com,2024-11-02,South,Houston,TX,77760,Organic,0.0,1,
CUST_00187,Jessica,Jackson,jessica.jackson709@gmail.com,2024-12-10,North,Chicago,IL,61438,Paid,15.15,1,
CUST_00188,David,Jackson,david.jackson7343@gmail.com,2024-10-13,West,Los Angeles,CA,90814,Paid,16.31,1,
CUST_00189,Lisa,Smith,lisa.smith7980@gmail.com,2024-08-17,West,Seattle,WA,98590,Organic,0.0,1,
CUST_00190,Lisa,Martinez,lisa.martinez7334@yahoo.com,2024-11-13,South,Houston,TX,77283,Paid,16.9,1,
CUST_00191,Sarah,Jackson,sarah.jackson8027@outlook.com,2023-03-02,West,Los Angeles,CA,90125,Email,3.95,1,
CUST_00192,Amanda,Williams,amanda.williams7002@outlook.com,2023-08-19,East,Boston,MA,2665,Paid,16.34,0,2024-07-17
CUST_00193,Linda,Davis,linda.davis4057@outlook.com,2023-06-02,North,Minneapolis,MN,55834,Paid,24.34,0,2024-04-28
CUST_00194,Charles,Thomas,charles.thomas6571@icloud.com,2024-03-10,South,Atlanta,GA,30887,Paid,17.55,1,
CUST_00195,Anthony,Lopez,anthony.lopez186@yahoo.com,2024-09-23,West,Seattle,WA,98737,Paid,15.01,1,
CUST_00196,Patricia,Rodriguez,patricia.rodriguez9931@yahoo.com,2024-06-23,South,Atlanta,GA,30853,Email,2.38,1,
CUST_00197,Anthony,Martinez,anthony.martinez5767@gmail.com,2024-11-17,North,Chicago,IL,60837,Email,4.09,1,
CUST_00198,Daniel,Jones,daniel.jones4600@icloud.com,2023-07-03,West,Los Angeles,CA,90678,Paid,16.55,1,
CUST_00199,Michael,Jackson,michael.jackson8288@gmail.com,2024-09-15,East,New York,NY,10264,Paid,21.9,1,
CUST_00200,Susan,Martin,susan.martin4540@icloud.com,2023-08-10,North,Minneapolis,MN,55532,Paid,12.6,0,2023-09-17
CUST_00201,Amanda,Smith,amanda.smith7313@icloud.com,2023-10-25,South,Houston,TX,77671,Organic,0.0,1,
CUST_00202,Karen,Martin,karen.martin6991@outlook.com,2024-08-26,East,New York,NY,10421,Email,3.16,1,
CUST_00203,Patricia,Thomas,patricia.thomas8554@yahoo.com,2024-12-26,South,Atlanta,GA,30800,Email,2.26,1,
CUST_00204,John,Lopez,john.lopez9385@outlook.com,2024-06-08,South,Houston,TX,77809,Email,4.12,1,
CUST_00205,Anthony,Lopez,anthony.lopez4177@yahoo.com,2023-03-18,East,Boston,MA,2694,Organic,0.0,1,
CUST_00206,Anthony,Gonzalez,anthony.gonzalez7478@icloud.com,2024-06-12,East,New York,NY,10292,Paid,17.02,1,
CUST_00207,Laura,Taylor,laura.taylor4464@gmail.com,2023-03-05,North,Minneapolis,MN,55883,Email,3.22,1,
CUST_00208,Thomas,Rodriguez,thomas.rodriguez9351@gmail.com,2024-11-27,South,Houston,TX,77340,Social,9.95,1,
CUST_00209,Kimberly,Gonzalez,kimberly.gonzalez703@gmail.com,2024-08-26,South,Houston,TX,77706,Paid,15.05,1,
CUST_00210,Mary,Jackson,mary.jackson6448@outlook.com,2023-07-21,North,Chicago,IL,60601,Paid,26.73,0,2024-05-06
CUST_00211,Sarah,Rodriguez,sarah.rodriguez1712@outlook.com,2023-04-28,East,New York,NY,10864,Paid,24.86,1,
CUST_00212,Patricia,Jones,patricia.jones9768@gmail.com,2023-08-01,North,Minneapolis,MN,55747,Social,11.54,1,
CUST_00213,Steven,Johnson,steven.johnson4865@outlook.com,2024-12-26,East,Boston,MA,2376,Email,3.75,1,
CUST_00214,Patricia,Moore,patricia.moore9571@gmail.com,2024-01-19,North,Minneapolis,MN,55576,Email,3.07,1,
CUST_00215,Michael,Thomas,michael.thomas3716@gmail.com,2024-10-23,South,Houston,TX,77781,Paid,12.71,1,
CUST_00216,Matthew,Davis,matthew.davis4071@outlook.com,2024-06-28,West,Los Angeles,CA,90477,Paid,14.4,1,
CUST_00217,Karen,Taylor,karen.taylor7978@icloud.com,2024-05-07,West,Seattle,WA,98861,Organic,0.0,1,
CUST_00218,Amanda,Gonzalez,amanda.gonzalez5565@yahoo.com,2023-06-23,South,Houston,TX,77723,Organic,0.0,1,
